sequence,seqid,label
MKKQ KKQL KQLI QLIE LIEF IEFV EFVR FVRW VRWS RWSP WSPE SPER PERA ERAQ RAQH AQHY QHYR HYRN YRNK RNKG NKGY KGYW GYWI YWID WIDQ IDQP DQPL QPLT PLTR LTRI TRIL RILT ILTV LTVG TVGV VGVQ GVQS VQSH QSHP SHPH HPHS PHSP HSPA SPAI PAII AIIC IICG ICGE CGER GERQ ERQL RQLS QLSY LSYI SYIE YIEL IELD ELDR LDRL DRLS RLST LSTN STNL TNLA NLAS LASR ASRL SRLA RLAE LAEK AEKG EKGL KGLG GLGK LGKG GKGD KGDT GDTA DTAL TALV ALVQ LVQL VQLP QLPN LPNV PNVA NVAE VAEF AEFY EFYI FYIV YIVF IVFF VFFA FFAL FALL ALLK LLKA LKAG KAGV AGVV GVVV VVVL VVLN VLNA LNAL NALY ALYS LYSH YSHR SHRQ HRQY RQYE QYEL YELN ELNA LNAF NAFI AFIK FIKQ IKQI KQIQ QIQP IQPK QPKL PKLL KLLI LLIG LIGS IGSR GSRQ SRQH RQHE QHEV HEVF EVFS VFSN FSNN SNNQ NNQF NQFI QFID FIDS IDSL DSLH SLHE LHEV HEVN EVNL VNLS NLSP LSPE SPEI PEII EIIL IILM ILML LMLN MLNH LNHQ NHQA HQAT QATD ATDF TDFG DFGL FGLL GLLD LLDW LDWI DWIE WIET IETP ETPA TPAE PAET AETL ETLV TLVD LVDF VDFS DFSS FSST SSTP STPA TPAD PADE ADEV DEVA EVAF VAFF AFFQ FFQL FQLS QLSG LSGG SGGS GGST GSTG STGT TGTP GTPK TPKL PKLI KLIP LIPR IPRT PRTH RTHN THND HNDY NDYD DYDY YDYS DYSV YSVR SVRA VRAS RASA ASAE SAEI AEIC EICD ICDL CDLN DLNS LNSN NSNT SNTR NTRL TRLL RLLC LLCA LCAL CALP ALPA LPAP PAPH APHN PHNF HNFM NFML FMLS MLSS LSSP SSPG SPGA PGAL,VFG037316,VFC0272
MQLV QLVI LVII VIIF IIFI IFIC FICL ICLY CLYD LYDA YDAE DAET AETR ETRL TRLI RLIC LICQ ICQP CQPS QPSY PSYR SYRS YRSM RSMC SMCE MCEL CELT ELTS LTSM TSMQ SMQA MQAA QAAC AACW ACWF CWFG WFGR FGRS GRSG RSGN SGNA GNAT NATL ATLG TLGG LGGV GGVA GVAA VAAH AAHL AHLY HLYA LYAE YAEF AEFD EFDG FDGQ DGQF GQFI QFID FIDL IDLQ DLQK LQKL QKLH KLHL LHLA HLAL LALQ ALQR LQRL QRLY RLYK LYKE YKEH KEHP EHPI HPIL PILR ILRL LRLS RLSL LSLS SLSA LSAD SADG ADGI DGIA GIAN IANI ANIM NIMS IMSE MSEK SEKT EKTQ KTQQ TQQI QQIL QILE ILEV LEVD EVDD VDDF DDFS DFSK FSKL SKLS KLSD LSDY SDYQ DYQI YQIE QIEQ IEQM EQML QMLM MLMQ LMQK MQKR QKRE KREQ REQW EQWT QWTH WTHQ THQK HQKL QKLD KLDL LDLS DLSQ LSQG SQGQ QGQT GQTA QTAR TARF ARFS RFSI FSIS SISV ISVL SVLK VLKN LKNN KNNI NNIF NIFR IFRF FRFH RFHI FHID HIDT IDTD DTDM TDMI DMIA MIAI IAID AIDP IDPS DPSS PSSF SSFL SFLN FLNL LNLM NLME LMED MEDL EDLS DLSL LSLF SLFY LFYE FYED YEDP EDPE DPEI PEIS EISF ISFS SFSR FSRP SRPP RPPN PPNF PNFF NFFD FFDW FDWY DWYQ WYQK YQKI QKIR KIRT IRTD RTDP TDPD DPDL PDLK DLKK LKKL KKLS KLSQ LSQR SQRD QRDR RDRL DRLW RLWW LWWK WWKQ WKQR KQRL QRLS RLSH LSHI SHIS HISP ISPA SPAP PAPS APSL PSLP SLPF LPFI PFIH FIHQ IHQE HQEF QEFK EFKT FKTA KTAK TAKS AKSD KSDR SDRL DRLS RLST LSTW STWL TWLS WLSP LSPK SPKE,VFG037330,VFC0272
MKKI KKID KIDI IDIT DITG ITGI TGIG GIGI IGIG GIGP IGPF GPFN PFNL FNLG NLGL LGLA GLAA LAAL AALL ALLS LLSH LSHH SHHP HHPE HPEI PEIK EIKS IKSV KSVF SVFL VFLE FLER LERK ERKP RKPE KPEF PEFR EFRW FRWH RWHE WHEG HEGL EGLL GLLL LLLQ LLQG LQGT QGTT GTTL TTLQ TLQV LQVP QVPF VPFF PFFA FFAD FADL ADLV DLVT LVTM VTMA TMAN MANP ANPC NPCH PCHP CHPL HPLG PLGY LGYI GYIN YINY INYL NYLH YLHQ LHQH HQHD QHDR HDRL DRLH RLHQ LHQF HQFY QFYY FYYY YYYD YYDS YDSF DSFL SFLI FLIP LIPR IPRR PRRE RREY REYD EYDH YDHY DHYC HYCR YCRW CRWA RWAS WASK ASKQ SKQL KQLP QLPD LPDC PDCR DCRF CRFG RFGE FGEN GENV ENVS NVSH VSHV SHVE HVEY VEYD EYDA YDAK DAKL AKLD KLDK LDKF DKFI KFII FIIE IIES IESE ESES SESA ESAS SASG ASGE SGEK GEKQ EKQK KQKY QKYI KYIS YISQ ISQN SQNL QNLA NLAI LAIG AIGI IGIG GIGT IGTK GTKP TKPR KPRI PRIP RIPK IPKW PKWL KWLE WLET LETC ETCK TCKH CKHP KHPL HPLV PLVK LVKH VKHS KHSA HSAE SAEF AEFA EFAK FAKI AKIQ KIQE IQEQ QEQL EQLK QLKQ LKQC KQCK QCKQ CKQV KQVT QVTV VTVI TVIG VIGS IGSG GSGQ SGQS GQSA QSAA SAAE AAEC AECV ECVL CVLA VLAL LALF ALFN LFNS FNSL NSLT SLTP LTPE TPEQ PEQV EQVK QVKA VKAG KAGA AGAS GASI ASIR SIRW IRWI RWIT WITR ITRS TRSA RSAG SAGF AGFH GFHP FHPM HPME PMEY MEYS EYSK YSKL SKLG KLGQ LGQE GQEC QECF ECFT CFTP FTPA TPAY PAYM AYMQ YMQY MQYF,VFG037344,VFC0272
MNQN NQNI QNIK NIKG IKGL KGLS GLSM LSMN SMNN MNNV NNVS NVSY VSYN SYNR YNRN NRNF RNFK NFKT FKTG KTGN TGND GNDQ NDQR DQRI QRIN RINH INHR NHRS HRSF RSFV SFVL FVLN VLNG LNGV NGVA GVAS VASA ASAQ SAQI AQIA QIAL IALR ALRL LRLG RLGY LGYA GYAL YALG ALGT LGTV GTVF TVFV VFVL FVLC VLCA LCAS CASN ASNT SNTY NTYA TYAA YAAV AAVI AVID VIDN IDNS DNSA NSAK SAKT AKTL KTLE TLEQ LEQQ EQQT QQTA QTAQ TAQT AQTN QTNV TNVA NVAA VAAL AALP ALPA LPAI PAIT AITV ITVK TVKA VKAE KAEQ AEQD EQDD QDDT DDTY DTYA TYAG YAGG AGGQ GGQV GQVS QVSS VSSK SSKS SKSS KSSV SSVG SVGF VGFL GFLG FLGN LGNK GNKT NKTV KTVM TVME VMET METP ETPF TPFN PFNT FNTI NTIA TIAY IAYT AYTD YTDT TDTY DTYI TYIA YIAD IADK ADKQ DKQA KQAK QAKD AKDI KDIT DITS ITSV TSVI SVIA VIAK IAKT AKTD KTDP TDPS DPSV PSVF SVFT VFTN FTNA TNAA NAAS AASG ASGG SGGW GGWS GWSE WSEN SENY ENYY NYYI YYIR YIRG IRGF RGFE GFES FESS ESSP SSPS SPSD PSDM SDMS DMSM MSMN SMNG MNGL NGLF GLFG LFGI FGIT GITP ITPY TPYY PYYR YYRT YRTS RTSP TSPE SPEM PEMF EMFE MFEK FEKI EKIN KINV INVL NVLK VLKG LKGP KGPS GPSA PSAL SALL ALLN LLNG LNGM NGMP GMPP MPPT PPTG PTGS TGSI GSIG SIGG IGGT GGTV GTVD TVDL VDLT DLTT LTTK TTKR TKRA KRAT RATD ATDE TDEP DEPL EPLT PLTR LTRL TRLT RLTT LTTT TTTY TTYM TYMS YMSD MSDS SDSQ DSQF SQFG QFGG FGGH GGHL GHLD,VFG037358,VFC0272
MNWK NWKK WKKK KKKY KKYG KYGG YGGV GGVA GVAL VALI ALII LIIA IIAA IAAA AAAV AAVT AVTL VTLQ TLQA LQAC QACD ACDQ CDQK DQKV QKVA KVAD VADT ADTT DTTQ TTQA TQAS QASQ ASQK SQKL QKLA KLAE LAEP AEPI EPIT PITV ITVK TVKH VKHA KHAL HALG ALGT LGTT GTTV TTVI TVIN VINH INHL NHLP HLPQ LPQR PQRV QRVA RVAV VAVL AVLD VLDM LDMN DMNE MNEA NEAD EADF ADFL DFLD FLDQ LDQL DQLN QLNV LNVP NVPI VPIM PIMG IMGM MGMP GMPK MPKD PKDY KDYV DYVP YVPH VPHF PHFL HFLE FLEK LEKY EKYK KYKK YKKD KKDA KDAQ DAQI AQIQ QIQD IQDL QDLG DLGA LGAI GAIV AIVQ IVQP VQPN QPNM PNME NMER MERI ERIY RIYA IYAL YALK ALKP LKPD KPDL PDLI DLIL LILM ILMT LMTP MTPL TPLH PLHV LHVN HVNH VNHY NHYQ HYQE YQEL QELS ELSK LSKI SKIA KIAP IAPT APTI PTIH TIHY IHYD HYDI YDIN DINF INFN NFNN FNNS NNSE NSES SESN ESNH SNHI NHIG HIGL IGLV GLVK LVKD VKDH KDHM DHMM HMMT MMTL MTLG TLGK LGKI GKIF KIFN IFNK FNKE NKED KEDL EDLA DLAR LARQ ARQK RQKV QKVS KVSE VSEL SELD ELDE LDEQ DEQV EQVK QVKQ VKQV KQVQ QVQA VQAV QAVT AVTA VTAN TANR ANRP NRPE RPER PERA ERAL RALV ALVV LVVL VVLH VLHN LHNN HNNG NNGA NGAF GAFS AFSN FSNF SNFG NFGI FGIQ GIQS IQSR QSRY SRYG RYGF YGFI GFIF FIFN IFNA FNAF NAFG AFGV FGVK GVKP VKPA KPAS PASG ASGV SGVV GVVD VVDT VDTS DTSL TSLH SLHG LHGQ HGQP GQPI QPIS PISS ISSE SSEF SEFI EFIK FIKK IKKA,VFG037372,VFC0272
MIHV IHVK HVKN VKNI KNIN NINK INKS NKSY KSYG SYGN YGNK GNKP NKPI KPIL PILT ILTD LTDV TDVN DVNV VNVE NVEF VEFP EFPT FPTG PTGQ TGQV GQVT QVTS VTSL TSLI SLIG LIGP IGPN GPNG PNGA NGAG GAGK AGKS GKST KSTL STLL TLLM LLMM LMMM MMMA MMAR MARL ARLI RLIE LIEP IEPD EPDK PDKG DKGE KGEI GEIF EIFL IFLN FLNH LNHQ NHQN HQNI QNIA NIAD IADI ADIK DIKT IKTA KTAV TAVY AVYA VYAK YAKH AKHV KHVA HVAT VATL ATLR TLRQ LRQA RQAP QAPG APGF PGFN GFNL FNLR NLRL LRLT RLTV LTVE TVEE VEEL EELV ELVS LVSF VSFG SFGR FGRF GRFP RFPY FPYS PYSR YSRG SRGV RGVL GVLT VLTE LTEQ TEQD EQDH QDHQ DHQV HQVV QVVD VVDE VDEA DEAI EAIE AIEF IEFL EFLS FLSL LSLE SLEP LEPL EPLR PLRK LRKS RKSY KSYI SYID YIDE IDEI DEIS EISG ISGG SGGQ GGQR GQRQ QRQM RQMA QMAF MAFL AFLA FLAM LAMT AMTI MTIA TIAQ IAQQ AQQT QQTD QTDV TDVL DVLL VLLL LLLD LLDE LDEP DEPL EPLN PLNN LNNL NNLD NLDM LDMK DMKH MKHA KHAV HAVQ AVQI VQIM QIMR IMRA MRAL RALR ALRR LRRL RRLC RLCD LCDE CDEQ DEQG EQGR QGRT GRTV RTVI TVIL VILV ILVI LVIH VIHD IHDI HDIN DINF INFA NFAT FATN ATNY TNYS NYSD YSDH SDHI DHIV HIVA IVAL VALK ALKN LKNG KNGK NGKL GKLH KLHF LHFS HFSG FSGL SGLT GLTE LTEQ TEQV EQVI QVIT VITE ITEA TEAQ EAQL AQLN QLND LNDL NDLY DLYE LYEL YELD ELDF LDFE DFEI FEIT EITY ITYS TYSE YSER SERG ERGC RGCM GCMC CMCN MCNY CNYF,VFG037386,VFC0272
MRIT RITK ITKL TKLW KLWM LWMI WMIY MIYL IYLI YLIV LIVI IVIC VICL ICLA CLAV LAVC AVCF VCFL CFLF FLFL LFLN FLNS LNSG NSGL SGLD GLDF LDFD DFDY FDYV DYVI YVIP VIPN IPNR PNRL NRLL RLLR LLRL LRLA RLAT LATI ATIV TIVI IVIA VIAG IAGI AGIC GICV ICVA CVAF VAFS AFSS FSSI SSIV SIVF IVFQ VFQT FQTL QTLV TLVG LVGN VGNR GNRI NRIL RILT ILTP LTPS TPSI PSIM SIMG IMGY MGYE GYEA YEAI EAIY AIYL IYLL YLLW LLWQ LWQV WQVL QVLL VLLL LLLF LLFF LFFW FFWG FWGT WGTH GTHG THGL HGLS GLSQ LSQL SQLG QLGI LGIN GING INGN NGNF GNFF NFFI FFIS FISI ISIV SIVL IVLM VLML LMLL MLLY LLYS LYSW YSWV SWVI WVIH VIHK IHKW HKWL KWLL WLLP LLPY LPYG PYGR YGRN GRND RNDV NDVF DVFL VFLL FLLL LLLL LLLL LLLG LLGL LGLV GLVL LVLT VLTM LTMV TMVV MVVG VVGT VGTV GTVT TVTQ VTQF TQFI QFIQ FIQL IQLK QLKI LKIN KINP INPG NPGE PGEF GEFS EFSV FSVF SVFQ VFQG FQGL QGLS GLSY LSYA SYAS YASF ASFN SFNR FNRS NRSQ RSQP SQPE QPET PETL ETLF TLFY LFYA FYAS YASV ASVA SVAV VAVV AVVI VVIV VIVL IVLF VLFL LFLG FLGR LGRK GRKA RKAL KALP ALPV LPVL PVLD VLDV LDVL DVLV VLVL LVLG VLGR LGRE GREQ REQA EQAI QAIS AISL ISLG SLGI LGIH GIHH IHHH HHHR HHRY HRYV RYVS YVSF VSFY SFYL FYLA YLAL LALI ALIA LIAI IAIL AILV ILVA LVAV VAVS AVST VSTS STSL TSLI SLIG LIGP IGPT GPTV PTVF TVFM VFMG FMGV MGVF GVFI VFIA FIAN IANI ANIT,VFG037400,VFC0272
MRFG RFGL FGLF GLFC LFCI FCIF CIFI IFII FIIL IILC ILCI LCIC CICS ICSL CSLL SLLL LLLG LLGA LGAE GAEQ AEQI EQIQ QIQW IQWS QWST WSTL STLF TLFS LFSF FSFS SFSH FSHE SHES HESW ESWL SWLT WLTL LTLT TLTA LTAS TASR ASRI SRIP RIPR IPRL PRLI RLIT LITI ITIV TIVL IVLT VLTG LTGI TGIG GIGL IGLA GLAV LAVC AVCG VCGV CGVI GVIL VILQ ILQH LQHI QHIV HIVR IVRN VRNK RNKF NKFV KFVE FVEP VEPE EPET PETS ETSG TSGG SGGL GGLD GLDA LDAA DAAK AAKL AKLG KLGI LGIL GILV ILVS LVSL VSLT SLTL LTLV TLVP LVPV VPVT PVTS VTST TSTL STLS TLSK LSKM SKMI KMIF MIFA IFAI FAII AIIF IIFC IFCF FCFI CFIA FIAS IASL ASLI SLIY LIYI IYIA YIAI IAII AIIR IIRR IRRI RRIR RIRF IRFR RFRN FRNM RNMV NMVL MVLV VLVP LVPV VPVI PVIG VIGL IGLM GLMY LMYG MYGS YGSV GSVL SVLS VLSA LSAL SALA ALAE LAEF AEFY EFYA FYAY YAYR AYRF YRFN RFNI FNIL NILQ ILQS LQSM QSMQ SMQG MQGW QGWL GWLL WLLG LLGD LGDF GDFS DFSK FSKI SKIV KIVQ IVQG VQGH QGHY GHYE HYEV YEVI EVIY VIYI IYII YIIF IIFP IFPI FPIV PIVV IVVL VVLT VLTY LTYL TYLF YLFA LFAH FAHR AHRF HRFT RFTV FTVI TVIG VIGM IGMG GMGE MGEE GEEM EEMA EMAS MASS ASSL SSLG SLGL LGLS GLSY LSYA SYAA YAAI AAIA AIAA IAAI AAIG AIGL IGLI GLIL LILV ILVA LVAI VAIT AITV ITVS TVST VSTT STTV TTVI TVIT VITV ITVG TVGA VGAI GAIP AIPF IPFV PFVG FVGL VGLV GLVV LVVP VVPN VPNL PNLV,VFG037414,VFC0272
MLQL LQLQ QLQQ LQQP QQPE QPEQ PEQV EQVN QVNR VNRR NRRF RRFN RFNL FNLW NLWK LWKL WKLN KLNQ LNQD NQDL QDLD DLDI LDIQ DIQL IQLL QLLI LLIK LIKA IKAI KAIQ AIQD IQDI QDII DIIK IIKT IKTT KTTP TTPD TPDL PDLN DLNV LNVR NVRY VRYT RYTF YTFS TFSV FSVE SVEG VEGD EGDL GDLY DLYK LYKY YKYP KYPF YPFD PFDD FDDH DDHS DHSA HSAC SACL ACLE CLEV LEVK EVKK VKKS KKSN KSNT SNTE NTEH TEHV EHVF HVFE VFEQ FEQV EQVN QVNT VNTL NTLK TLKA LKAQ KAQA AQAW QAWN AWNA WNAE NAEF AEFH EFHP FHPP HPPF PPFF PFFT FFTS FTSL TSLV SLVE LVET VETE ETEQ TEQD EQDY QDYF DYFL YFLI FLIL LILA ILAL LALH ALHP LHPI HPIL PILD ILDE LDES DESY ESYQ SYQK YQKS QKSD KSDF SDFI DFIQ FIQT IQTI QTIQ TIQN IQNR QNRY NRYQ RYQQ YQQY QQYS QYSP YSPH SPHN PHNM HNMP NMPL MPLV PLVL LVLT VLTE LTEI TEID EIDI IDIS DISN ISNQ SNQL NQLD QLDA LDAN DANS ANST NSTK STKA TKAS KASE ASEQ SEQS EQSN QSNQ SNQN NQNY QNYV NYVS YVSE VSEI SEII EIIL IILE ILEE LEEF EEFR EFRN FRNT RNTL NTLA TLAE LAEP AEPE EPEM PEMS EMSQ MSQH SQHD QHDD HDDF DDFF DFFD FFDF FDFG DFGG FGGH GGHS GHSL HSLL SLLA LLAT LATR ATRI TRII RIIG IIGN IGNL GNLL NLLN LLNK LNKH NKHG KHGI HGIE GIEI IEIQ EIQF IQFN QFND FNDF NDFF DFFK FFKS FKSP KSPS SPSA PSAA SAAD AADL ADLA DLAQ LAQY AQYA QYAL YALV ALVK LVKS VKSA KSAK SAKT AKTE KTEK TEKT EKTT KTTL TTLQ TLQS,VFG037428,VFC0272
MLKD LKDL KDLS DLSQ LSQN SQNL QNLG NLGQ LGQM GQMN QMND MNDK NDKN DKNN KNNN NNNV NNVE NVEN VENF ENFL NFLK FLKQ LKQI KQIY QIYE IYEN YENI ENIF NIFD IFDQ FDQN DQNS QNSN NSNR SNRT NRTA RTAL TALI ALIF LIFE IFEN FENR ENRS NRSI RSIS SISY ISYA SYAE YAEV AEVG EVGT VGTQ GTQV TQVA QVAK VAKV AKVM KVMY VMYA MYAL YALK ALKM LKMQ KMQD MQDL QDLA DLAT LATG ATGS TGSV GSVV SVVA VVAI VAIC AICL ICLR CLRK LRKS RKSP KSPE SPEH PEHI EHIY HIYT IYTA YTAL TALA ALAC LACA ACAL CALT ALTG LTGI TGII GIIW IIWL IWLP WLPV LPVD PVDM VDMD DMDS MDSP DSPP SPPS PPSR PSRL SRLN RLNY LNYL NYLL YLLT LLTN LTNS TNSR NSRA SRAD RADV ADVV DVVV VVVS VVSD VSDS SDSS DSSI SSIA SIAG IAGV AGVQ GVQT VQTL QTLN TLNI LNIN NINE INEI NEIL EILS ILSA LSAT SATT ATTE TTEY TEYE EYEP YEPS EPSF PSFN SFNA FNAE NAEI AEIN EINR INRL NRLP RLPA LPAY PAYY AYYL YYLY YLYT LYTS YTSG TSGS SGST GSTG STGT TGTP GTPK TPKC PKCV KCVV CVVL VVLN VLNN LNNQ NNQA NQAT QATE ATEN TENT ENTL NTLQ TLQQ LQQT QQTI QTIS TISE ISEW SEWK EWKI WKIT KITA ITAD TADD ADDV DDVI DVIM VIMA IMAV MAVT AVTP VTPF TPFH PFHH FHHD HHDM HDMS DMSV MSVF SVFD VFDV FDVF DVFA VFAS FASM ASMA SMAV MAVG AVGA VGAT GATL ATLV TLVV LVVP VVPS VPSF PSFE SFEQ FEQS EQSK QSKN SKNA KNAV NAVV AVVW VVWA VWAD WADL ADLV DLVD LVDR VDRC DRCK RCKV CKVT KVTI VTIW,VFG037442,VFC0272
MTKI TKIA KIAE IAEK AEKS EKSK KSKQ SKQE KQEY QEYG EYGD YGDL GDLL DLLK LLKE LKEK KEKD EKDH KDHL DHLQ HLQD LQDM QDME DMEQ MEQL EQLE QLEM LEMT EMTI MTIV TIVS IVSI VSIQ SIQT IQTP QTPY TPYP PYPS YPSI PSIV SIVR IVRI VRIQ RIQG IQGK QGKI GKIN KINT INTL NTLQ TLQP LQPE QPEL PELW ELWQ LWQA WQAP QAPN APNL PNLA NLAI LAIR AIRL IRLI RLIV LIVN IVNN VNNP NNPP NPPE PPEG PEGQ EGQP GQPI QPIS PISR ISRV SRVY RVYT VYTV YTVR TVRS VRSF RSFN SFNP FNPV NPVN PVNA VNAQ NAQI AQIE QIEI IEID EIDF IDFV DFVK FVKH VKHE KHED HEDL EDLS DLSP LSPA SPAM PAME AMEW MEWL EWLN WLNS LNSA NSAQ SAQV AQVG QVGT VGTK GTKI TKIG KIGL IGLI GLIG LIGP IGPR GPRP PRPH RPHF PHFI HFIP FIPN IPNF PNFT NFTA FTAK TAKK AKKH KKHV KHVV HVVM VVMF VMFA MFAD FADD ADDT DDTA DTAV TAVP AVPA VPAL PALY ALYS LYSI YSIL SILK ILKQ LKQW KQWE QWEL WELG ELGI LGIS GISA ISAD SADI ADIF DIFI IFIE FIES IESF ESFE SFEK FEKD EKDI KDIA DIAS IASQ ASQL SQLP QLPE LPEL PELE ELEH LEHV EHVK HVKI VKIH KIHS IHSF HSFH SFHK FHKE HKEH KEHH EHHT HHTA HTAQ TAQK AQKG QKGL KGLL GLLL LLLK LLKA LKAA KAAF AAFA AFAL FALE ALEN LENY ENYE NYEN YENI ENIT NITI ITIW TIWA IWAA WAAC AACE ACER CERN ERNE RNEA NEAR EARA ARAL RALR ALRQ LRQF RQFF QFFL FFLE FLED LEDQ EDQH DQHL QHLN HLNK LNKN NKND KNDV NDVR DVRI VRIA RIAG IAGY AGYW GYWR YWRD,VFG037456,VFC0272
MNYE NYEL YELW ELWK LWKI WKIF KIFL IFLD FLDA LDAV DAVE AVEL VELG ELGS LGSL GSLS SLSK LSKV SKVA KVAM VAML AMLH MLHN LHNT HNTN NTNQ TNQP NQPQ QPQI PQIS QISR ISRQ SRQM RQMN QMNE MNEL NELE ELEA LEAQ EAQC AQCG QCGG CGGR GGRL GRLF RLFN LFNR FNRT NRTG RTGR TGRG GRGV RGVE GVEL VELT ELTD LTDL TDLG DLGQ LGQH GQHL QHLL HLLP LLPK LPKI PKIR KIRS IRSW RSWL SWLN WLNV LNVT NVTD VTDQ TDQL DQLN QLNN LNNE NNEI NEIL EILH ILHS LHST HSTD STDT TDTP DTPI TPIG PIGT IGTV GTVR TVRI VRIA RIAS IASL ASLP SLPS LPST PSTA STAH TAHP AHPL HPLL PLLS LLST LSTL STLY TLYK LYKV YKVL KVLQ VLQE LQEK QEKY EKYP KYPL YPLI PLIK LIKL IKLS KLSV LSVR SVRE VREG REGQ EGQG GQGV QGVH GVHL VHLE HLEK LEKW EKWL KWLE WLED LEDG EDGS DGSV GSVD SVDL VDLA DLAI LAIL AILY ILYR LYRF YRFN RFNP FNPT NPTP PTPK TPKQ PKQG KQGD QGDV GDVY DVYL VYLT YLTQ LTQA TQAD QADT ADTY DTYL TYLV YLVG LVGC VGCE GCEG CEGD EGDA GDAL DALT ALTQ LTQA TQAN QANE ANEV NEVD EVDF VDFK DFKS FKSI KSIN SINQ INQL NQLP QLPL LPLV PLVT LVTF VTFC TFCR FCRP CRPS RPSN PSNW SNWR NWRN WRNF RNFL NFLD FLDH LDHM DHMA HMAY MAYE AYEN YENG ENGV NGVE GVEL VELN ELNI LNIV NIVF IVFE VFEA FEAD EADS ADSI DSIS SISL ISLQ SLQT LQTH QTHL THLV HLVS LVSE VSES SESR ESRM SRMY RMYT MYTM YTML TMLG MLGP LGPQ GPQA PQAL QALK ALKK LKKA KKAS KASQ ASQY,VFG037470,VFC0272
MNKT NKTS KTSL TSLL SLLV LLVD LVDQ VDQL DQLY QLYR LYRS YRSH RSHQ SHQS HQSW QSWL SWLH WLHQ LHQW HQWL QWLR WLRQ LRQK RQKL QKLG KLGN LGNT GNTD NTDQ TDQA DQAA QAAD AADL ADLV DLVQ LVQD VQDT QDTF DTFI TFIK FIKL IKLL KLLQ LLQT LQTR QTRD TRDE RDEL DELF ELFG LFGI FGIK GIKE IKEP KEPR EPRA PRAY RAYL AYLT YLTS LTSI TSIA SIAK IAKN AKNL KNLL NLLI LLID LIDQ IDQV DQVR QVRR VRRK RRKR RKRI KRIE RIEQ IEQA EQAY QAYL AYLD YLDG LDGL DGLS GLSQ LSQM SQME QMEY MEYM EYML YMLD MLDA LDAV DAVA AVAS VASP ASPE SPED PEDQ EDQM DQMQ QMQI MQII QIIQ IIQA IQAI QAIN AINQ INQL NQLC QLCK LCKA CKAL KALE ALEG LEGV EGVC GVCE VCEK CEKA EKAQ KAQQ AQQA QQAF QAFI AFIL FILH ILHY LHYL HYLE YLEG LEGY EGYT GYTH YTHK THKE HKEI KEIA EIAE IAER AERL ERLN RLNV LNVS NVST VSTK STKM TKMI KMIQ MIQK IQKY QKYL KYLA YLAS LASC ASCL SCLI CLIQ LIQC IQCY QCYQ CYQN YQNR QNRQ NRQD RQDM QDMD DMDA MDAC DACI,VFG037482,VFC0272
MAMD AMDK MDKS DKSK KSKH SKHH KHHQ HHQL HQLV QLVE LVEE VEEA EEAA EAAH AAHW AHWI HWIV WIVQ IVQL VQLS QLSS LSSD SSDD SDDE DDEN DENS ENSR NSRK SRKT RKTA KTAK TAKQ AKQK KQKF QKFE KFEE FEEW EEWK EWKK WKKT KKTS KTSE TSEQ SEQH EQHR QHRQ HRQV RQVA QVAA VAAD AADI ADIE DIEQ IEQC EQCI QCIG CIGS IGSI GSIQ SIQK IQKL QKLS KLSQ LSQT SQTI QTIG TIGH IGHK GHKK HKKV KKVT KVTK VTKV TKVA KVAL VALK ALKA LKAG KAGL AGLN GLNS LNSG NSGK SGKA GKAY KAYK AYKH YKHL KHLR HLRA LRAG RAGT AGTA GTAF TAFA AFAV FAVV AVVF VVFV VFVA FVAM VAMS AMSG MSGA SGAL GALF ALFY LFYL FYLT YLTD LTDT TDTT DTTV TTVA TVAY VAYV AYVT YVTA VTAD TADI ADIQ DIQG IQGH QGHS GHSG HSGQ SGQW GQWT QWTT WTTQ TTQT TQTL QTLP TLPD LPDG PDGS DGSR GSRL SRLI RLIL LILR ILRG LRGK RGKS GKSA KSAV SAVN AVNL VNLD NLDF LDFK DFKT FKTN KTNQ TNQR NQRV QRVV RVVE VVEL VELV ELVQ LVQG VQGQ QGQI GQIY QIYV IYVD YVDV VDVA DVAK VAKD AKDK KDKT DKTR KTRP TRPF RPFL PFLV FLVK LVKT VKTS KTSH TSHG SHGK HGKI GKIQ KIQA IQAL QALG ALGT LGTA GTAF TAFS AFSV FSVT SVTY VTYD TYDP YDPS DPSA PSAT SATE ATEL TELN ELNM LNML NMLH MLHS LHSK HSKV SKVK KVKV VKVE KVEA VEAT EATQ ATQV TQVK QVKT VKTT KTTQ TTQL TQLH QLHT LHTT HTTR TTRQ TRQA RQAI QAIV AIVE IVEA VEAG EAGQ AGQA GQAI QAIK AIKM IKMD KMDQ MDQN DQNG QNGV NGVQ GVQK VQKL QKLP KLPA,VFG037490,VFC0272
